,id,creator_regularized,city,country,lat,lng,languages,lang_count,classification,photo_url
227,73053,jl10525,Abu Dhabi,United Arab Emirates,24.49767349,54.37402412,['ARA'],1,leisure,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73053.jpeg
228,73056,jl10525,Abu Dhabi,United Arab Emirates,24.49734796,54.37371023,['ENG'],1,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73056.jpeg
229,73059,jl10525,Abu Dhabi,United Arab Emirates,24.49720452,54.37361514,"['ARA', 'ENG', 'ZHO']",3,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73059.jpeg
230,73063,jl10525,Abu Dhabi,United Arab Emirates,24.4967378,54.37349005,['ENG'],1,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73063.jpeg
231,73072,jl10525,Abu Dhabi,United Arab Emirates,24.49703667,54.37375333,"['ENG', 'ZHO']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73072.jpeg
232,73084,jl10525,Abu Dhabi,United Arab Emirates,24.49660529,54.37363143,['ENG'],1,shop,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73084.jpeg
233,73088,jl10525,Abu Dhabi,United Arab Emirates,24.49630876,54.37321303,['ENG'],1,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73088.jpeg
234,73091,jl10525,Abu Dhabi,United Arab Emirates,24.49535,54.37353667,"['ARA', 'ENG', 'ZHO']",3,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73091.jpeg
235,73094,jl10525,Abu Dhabi,United Arab Emirates,24.49660844,54.37250566,"['ARA', 'ENG', 'MAL']",3,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73094.jpeg
236,73098,jl10525,Abu Dhabi,United Arab Emirates,24.49480515,54.3734109,"['ARA', 'ENG', 'MAL']",3,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73098.jpeg
237,73104,jl10525,Abu Dhabi,United Arab Emirates,24.49490576,54.37479183,['ENG'],1,transport,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73104.jpeg
238,73106,jl10525,Abu Dhabi,United Arab Emirates,24.49553175,54.37439166,['ENG'],1,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73106.jpeg
239,73108,jl10525,Abu Dhabi,United Arab Emirates,24.4957428,54.37408918,"['ENG', 'JPN']",2,transport,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73108.jpeg
240,73110,jl10525,Abu Dhabi,United Arab Emirates,24.49592178,54.37392688,['ENG'],1,apartments,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73110.jpeg
241,73111,jl10525,Abu Dhabi,United Arab Emirates,24.49593303,54.37389781,['ENG'],1,food,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73111.jpeg
242,73112,jl10525,Abu Dhabi,United Arab Emirates,24.49644432,54.37259066,['ENG'],1,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73112.jpeg
243,73113,jl10525,Abu Dhabi,United Arab Emirates,24.49565239,54.37132165,['ENG'],1,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73113.jpeg
244,73115,jl10525,Abu Dhabi,United Arab Emirates,24.49412897,54.37002618,"['ARA', 'ENG']",2,food,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73115.jpeg
245,73116,jl10525,Abu Dhabi,United Arab Emirates,24.49413174,54.36957219,['ENG'],1,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73116.jpeg
246,73117,jl10525,Abu Dhabi,United Arab Emirates,24.49422737,54.36948618,['ARA'],1,transport,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73117.jpeg
247,73118,jl10525,Abu Dhabi,United Arab Emirates,24.49424579,54.36949578,['ENG'],1,transport,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73118.jpeg
248,73119,jl10525,Abu Dhabi,United Arab Emirates,24.49348509,54.36923445,['ENG'],1,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73119.jpeg
249,73120,jl10525,Abu Dhabi,United Arab Emirates,24.49391864,54.36931852,"['ARA', 'ENG', 'HIN', 'URD']",4,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73120.jpeg
250,73121,jl10525,Abu Dhabi,United Arab Emirates,24.49367012,54.36924526,['ENG'],1,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73121.jpeg
251,73122,jl10525,Abu Dhabi,United Arab Emirates,24.49235489,54.36726634,"['ARA', 'ENG']",2,public,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73122.jpeg
252,73125,jl10525,Abu Dhabi,United Arab Emirates,24.492113,54.36615006,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73125.jpeg
253,73126,jl10525,Abu Dhabi,United Arab Emirates,24.49207883,54.36609945,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73126.jpeg
254,73127,jl10525,Abu Dhabi,United Arab Emirates,24.49200729,54.36588173,['ENG'],1,financial,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73127.jpeg
255,73128,jl10525,Abu Dhabi,United Arab Emirates,24.49168437,54.36546223,['ENG'],1,public,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73128.jpeg
256,73129,jl10525,Abu Dhabi,United Arab Emirates,24.49148317,54.36541119,['ENG'],1,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73129.jpeg
257,73131,jl10525,Abu Dhabi,United Arab Emirates,24.49031551,54.36393055,['ENG'],1,health,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73131.jpeg
258,73135,jl10525,Abu Dhabi,United Arab Emirates,24.49000221,54.36384112,"['ENG', 'JPN']",2,health,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73135.jpeg
259,73137,jl10525,Abu Dhabi,United Arab Emirates,24.48994088,54.36351171,['ENG'],1,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73137.jpeg
260,73140,jl10525,Abu Dhabi,United Arab Emirates,24.48992268,54.36355992,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73140.jpeg
261,73145,jl10525,Abu Dhabi,United Arab Emirates,24.49022491,54.3643745,['ENG'],1,health,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73145.jpeg
262,73152,jl10525,Abu Dhabi,United Arab Emirates,24.49098833,54.36519167,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73152.jpeg
263,73161,jl10525,Abu Dhabi,United Arab Emirates,24.49225437,54.36583383,"['ARA', 'ENG', 'URD']",3,public,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73161.jpeg
264,73164,jl10525,Abu Dhabi,United Arab Emirates,24.4922498,54.3661806,['BEN'],1,food,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73164.jpeg
265,73166,jl10525,Abu Dhabi,United Arab Emirates,24.49228781,54.36643241,['ENG'],1,food,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73166.jpeg
266,73169,jl10525,Abu Dhabi,United Arab Emirates,24.49229327,54.36723176,['ENG'],1,public,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73169.jpeg
267,73178,jl10525,Abu Dhabi,United Arab Emirates,24.49512534,54.37122227,['ENG'],1,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73178.jpeg
268,73182,jl10525,Abu Dhabi,United Arab Emirates,24.49614408,54.3727007,['ENG'],1,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73182.jpeg
269,73184,jl10525,Abu Dhabi,United Arab Emirates,24.49718321,54.37290471,['ENG'],1,public,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73184.jpeg
270,73185,jl10525,Abu Dhabi,United Arab Emirates,24.49729528,54.37202691,['ENG'],1,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73185.jpeg
271,73186,jl10525,Abu Dhabi,United Arab Emirates,24.49760143,54.37177811,['ENG'],1,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73186.jpeg
272,73187,jl10525,Abu Dhabi,United Arab Emirates,24.49733069,54.37213867,['ENG'],1,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73187.jpeg
273,73188,jl10525,Abu Dhabi,United Arab Emirates,24.49712733,54.37229501,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73188.jpeg
274,73358,jl10525,Abu Dhabi,United Arab Emirates,24.49163833,54.36630333,"['ARA', 'ENG']",2,food,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73358.jpeg
275,73384,ik1299,Abu Dhabi,United Arab Emirates,24.3413048,54.5183658,"['ARA', 'ENG', 'URD']",3,financial,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73384.jpeg
277,74090,ik1299,Abu Dhabi,United Arab Emirates,24.34969819,54.50005777,['ARA'],1,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74090.jpeg
278,74092,ik1299,Abu Dhabi,United Arab Emirates,24.36340644,54.50877361,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74092.jpeg
279,74095,ik1299,Abu Dhabi,United Arab Emirates,24.34940404,54.50488944,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74095.jpeg
280,74097,ik1299,Abu Dhabi,United Arab Emirates,24.35600165,54.49822884,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74097.jpeg
281,74101,ik1299,Abu Dhabi,United Arab Emirates,24.35678998,54.49493844,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74101.jpeg
282,74103,ik1299,Abu Dhabi,United Arab Emirates,24.37257387,54.4958856,"['ARA', 'ENG']",2,public,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74103.jpeg
283,74104,ik1299,Abu Dhabi,United Arab Emirates,24.35905293,54.4953867,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74104.jpeg
284,74106,ik1299,Abu Dhabi,United Arab Emirates,24.362773,54.49745033,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74106.jpeg
285,74107,ik1299,Abu Dhabi,United Arab Emirates,24.3514023,54.49892353,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74107.jpeg
286,74108,ik1299,Abu Dhabi,United Arab Emirates,24.35059775,54.49976105,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74108.jpeg
287,74109,ik1299,Abu Dhabi,United Arab Emirates,24.35170714,54.49456796,"['ARA', 'ENG', 'MAL', 'URD']",4,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74109.jpeg
288,74110,ik1299,Abu Dhabi,United Arab Emirates,24.36572883,54.49885715,"['ARA', 'ENG']",2,public,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74110.jpeg
289,74111,ik1299,Abu Dhabi,United Arab Emirates,24.36484343,54.4935048,"['ARA', 'ENG', 'URD']",3,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74111.jpeg
290,74112,ik1299,Abu Dhabi,United Arab Emirates,24.35824567,54.50502757,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74112.jpeg
291,74113,ik1299,Abu Dhabi,United Arab Emirates,24.35035186,54.49547924,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74113.jpeg
292,74114,ik1299,Abu Dhabi,United Arab Emirates,24.36597499,54.50166911,"['ARA', 'ENG']",2,public,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74114.jpeg
293,74115,ik1299,Abu Dhabi,United Arab Emirates,24.36263159,54.4874068,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74115.jpeg
294,74116,ik1299,Abu Dhabi,United Arab Emirates,24.34740209,54.49702688,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74116.jpeg
295,74117,ik1299,Abu Dhabi,United Arab Emirates,24.35341977,54.49173018,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74117.jpeg
296,74118,ik1299,Abu Dhabi,United Arab Emirates,24.35545919,54.49865263,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74118.jpeg
297,74119,ik1299,Abu Dhabi,United Arab Emirates,24.36405485,54.48661655,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74119.jpeg
298,74120,ik1299,Abu Dhabi,United Arab Emirates,24.35651539,54.50104415,"['ARA', 'ENG']",2,shop,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74120.jpeg
299,74121,ik1299,Abu Dhabi,United Arab Emirates,24.36944565,54.48219258,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74121.jpeg
300,74122,ik1299,أبو ظبي,United Arab Emirates,24.34880108,54.49816413,['ARA'],1,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74122.jpeg
301,74123,ik1299,Abu Dhabi,United Arab Emirates,24.3601207,54.50774632,"['ARA', 'ENG']",2,public,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74123.jpeg
302,74124,ik1299,أبو ظبي,United Arab Emirates,24.5246152,54.4338676,"['ARA', 'ENG']",2,school,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74124.jpeg
303,74136,ik1299,Sarajevo,Bosnia and Herzegovina,43.85752752,18.40955045,['BOS'],1,health,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/74136.jpeg
304,72898,fa1287,Ras Al-Khaimah,United Arab Emirates,25.71354626,55.84657162,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/72898.jpeg
305,72899,fa1287,Ras Al-Khaimah,United Arab Emirates,25.71363507,55.84722944,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/72899.jpeg
306,72900,fa1287,Ras Al-Khaimah,United Arab Emirates,25.71361272,55.84703363,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/72900.jpeg
307,72901,fa1287,Al Raafah,United Arab Emirates,25.6113539,55.79239167,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/72901.jpeg
308,72902,fa1287,Ras Al-Khaimah,United Arab Emirates,25.7146292,55.8517902,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/72902.jpeg
309,72903,fa1287,Ras Al-Khaimah,United Arab Emirates,25.71388096,55.84807836,"['ARA', 'ENG', 'ITA']",3,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/72903.jpeg
310,72904,fa1287,Ras Al-Khaimah,United Arab Emirates,25.71498897,55.85333314,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/72904.jpeg
311,72906,fa1287,Ras Al-Khaimah,United Arab Emirates,25.71506116,55.85330531,"['ARA', 'ENG']",2,shop,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/72906.jpeg
312,72907,fa1287,Ras Al-Khaimah,United Arab Emirates,25.7136825,55.84710002,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/72907.jpeg
313,72908,fa1287,Ras Al-Khaimah,United Arab Emirates,25.71516145,55.85422833,"['ARA', 'ENG', 'SPA']",3,shop,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/72908.jpeg
314,72909,fa1287,Ras Al-Khaimah,United Arab Emirates,25.71552665,55.85584,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/72909.jpeg
315,72910,fa1287,Ras Al-Khaimah,United Arab Emirates,25.71491073,55.85289359,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/72910.jpeg
316,72911,fa1287,Ras Al-Khaimah,United Arab Emirates,25.71401539,55.84926054,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/72911.jpeg
317,72912,fa1287,Ras Al-Khaimah,United Arab Emirates,25.71495242,55.85320204,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/72912.jpeg
318,72913,fa1287,Ras Al-Khaimah,United Arab Emirates,25.71527926,55.85466888,"['ARA', 'ENG']",2,food,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/72913.jpeg
319,72914,fa1287,Ras Al-Khaimah,United Arab Emirates,25.71568947,55.85631341,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/72914.jpeg
320,72915,fa1287,Ras Al-Khaimah,United Arab Emirates,25.71501978,55.8532691,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/72915.jpeg
321,72916,fa1287,Ras Al-Khaimah,United Arab Emirates,25.71481437,55.85227132,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/72916.jpeg
322,72917,fa1287,Ras Al-Khaimah,United Arab Emirates,25.71350427,55.84641438,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/72917.jpeg
323,72918,fa1287,Sharjah,United Arab Emirates,25.29535785,55.43512948,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/72918.jpeg
324,72919,fa1287,Sharjah,United Arab Emirates,25.29234956,55.43215189,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/72919.jpeg
325,72920,fa1287,Sharjah,United Arab Emirates,25.29561551,55.43476939,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/72920.jpeg
326,73012,fa1287,Ras Al-Khaimah,United Arab Emirates,25.79374947,55.94087508,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73012.jpeg
327,73013,fa1287,Ras Al-Khaimah,United Arab Emirates,25.79266031,55.93984712,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73013.jpeg
328,73014,fa1287,Ras Al-Khaimah,United Arab Emirates,25.75853156,55.91436513,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73014.jpeg
329,73304,fa1287,Dubai,United Arab Emirates,24.94080873,55.04360039,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73304.jpeg
330,73306,fa1287,Dubai,United Arab Emirates,24.94122335,55.04258759,"['ARA', 'ENG']",2,public,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73306.jpeg
331,73307,fa1287,Dubai,United Arab Emirates,24.94119707,55.04264209,"['ARA', 'ENG']",2,public,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73307.jpeg
332,73308,fa1287,Dubai,United Arab Emirates,24.9411775,55.0426198,"['ARA', 'ENG']",2,public,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73308.jpeg
333,73313,fa1287,Dubai,United Arab Emirates,24.89174642,54.93645208,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73313.jpeg
334,73315,fa1287,Abu Dhabi,United Arab Emirates,24.66284284,54.7549736,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73315.jpeg
335,73316,fa1287,Abu Dhabi,United Arab Emirates,24.5237896,54.43421658,"['ARA', 'ENG']",2,school,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73316.jpeg
336,73369,fa1287,Abu Dhabi,United Arab Emirates,24.53080446,54.43688203,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73369.jpeg
337,73371,fa1287,Abu Dhabi,United Arab Emirates,24.5384208,54.43723343,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73371.jpeg
338,73377,fa1287,Abu Dhabi,United Arab Emirates,24.51697256,54.5324157,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73377.jpeg
339,73378,fa1287,Abu Dhabi,United Arab Emirates,24.51010855,54.55116985,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73378.jpeg
340,73383,fa1287,Abu Dhabi,United Arab Emirates,24.49405841,54.5860799,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73383.jpeg
341,73735,fa1287,Abu Dhabi,United Arab Emirates,24.3592258,54.5153296,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73735.jpeg
342,73736,fa1287,Abu Dhabi,United Arab Emirates,24.3591696,54.51488335,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73736.jpeg
343,73737,fa1287,Abu Dhabi,United Arab Emirates,24.35930399,54.51476231,"['ARA', 'ENG', 'MAL']",3,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73737.jpeg
344,73738,fa1287,Abu Dhabi,United Arab Emirates,24.35910668,54.51428823,"['ARA', 'ENG']",2,public,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73738.jpeg
345,73739,fa1287,Abu Dhabi,United Arab Emirates,24.45017577,54.39038292,['ARA'],1,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73739.jpeg
346,73740,fa1287,Abu Dhabi,United Arab Emirates,24.45091621,54.3896671,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73740.jpeg
347,73741,fa1287,Abu Dhabi,United Arab Emirates,24.4507456,54.38976165,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73741.jpeg
348,73751,fa1287,Abu Dhabi,United Arab Emirates,24.45149488,54.38913368,"['ARA', 'ENG']",2,food,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73751.jpeg
349,73752,fa1287,Abu Dhabi,United Arab Emirates,24.45072606,54.39002417,"['ARA', 'ENG']",2,food,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73752.jpeg
350,73753,fa1287,Abu Dhabi,United Arab Emirates,24.4504993,54.39000539,"['ARA', 'ENG']",2,food,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73753.jpeg
351,73754,fa1287,Abu Dhabi,United Arab Emirates,24.3590401,54.51325156,"['ARA', 'ENG']",2,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73754.jpeg
352,73755,fa1287,Abu Dhabi,United Arab Emirates,24.45072027,54.39010162,['ARA'],1,road,https://raw.githubusercontent.com/nhungoc1508/F22-CDAD1033-DataAndHumanSpace/main/images/73755.jpeg
